,Residence,Colonnes,Annee,Mois,Nature de l'écriture,Contexte,Code_H,Ligne_Analytique,Groupe,Montant
1539,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,2.9.5.,Achat petit équip. et fourn. / charges diverses d'exploit,Charge,534
1540,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,2.9.5.4.,Achat - charges diverses d'exploitation,Charge,534
1541,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,3.,MARGE 1,Marge,123100
1542,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.,Total 1,Charge,242678
1543,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,2747
1544,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.1.3.,Amortissement Mobilier Travaux,Charge,1961
1545,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.1.3.3.,Mobilier - Amortissement,Charge,1961
1546,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.1.4.,Agencement - Amortissement 80200003,Charge,785
1547,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.2.,LOYERS REVERSES PROPRIETAIRES,Charge,228031
1548,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.2.1.,Loyers reversés aux propriétaires,Charge,228031
1549,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.4.,INCIDENCE T.V.A,Charge,13628
1550,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,11879
1551,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.4.2.,Incidence TVA liée MDG et GARDIEN,Charge,1749
1552,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,5.5.,CET (ex Taxe Pro),Charge,-1728
1553,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,6.,MARGE 2,Marge,-119578
1554,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,8.,Total 2,Charge,14793
1555,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),Charge,14039
1556,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,8.2.,FRAIS DES SOCIETES,Charge,754
1557,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,8.2.7.,Incidence congés payés,Charge,754
1558,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,8.3.,HONORAIRES SYNDIC,Charge,0
1559,11000099 - Noisy,Budget 2026,2026.0,3.0,Mensuelle,B,9.,MARGE 3,Marge,-134371
1560,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.,RECETTES,Chiffre d'affaire,204957
1561,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,168918
1562,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,168318
1563,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,600
1564,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.2.,RECETTES ANNEXES,Chiffre d'affaire,36150
1565,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.2.12.,Charges de copro récupérables,Chiffre d'affaire,33000
1566,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.2.2.,CA Frais locatif,Chiffre d'affaire,1500
1567,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,1500
1568,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.2.5.2.,Laverie,Chiffre d'affaire,1500
1569,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.2.5.4.,Ménage supplémentaire,Chiffre d'affaire,0
1570,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.2.8.,CA Divers,Chiffre d'affaire,150
1571,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.3.,Commission Agence TO,Chiffre d'affaire,-111
1572,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.4.,IMPAYES,Chiffre d'affaire,0
1573,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,1.4.1.,Impayés locataires,Chiffre d'affaire,0
1574,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,10,% DES RECETTES TOTALES,Chiffre d'affaire,187
1575,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,2675
1576,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,12.,EBITDA,Marge,110156
1577,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,14.,FREE CASH FLOW,Marge,110156
1578,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,57354
1579,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.1.,FRAIS DE PERSONNEL,Charge,12274
1580,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.1.1.,Salaires,Charge,6677
1581,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.1.11.,Nettoyage Parties Communes,Charge,2157
1582,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.1.12.,Nettoyage Parties Privatives,Charge,611
1583,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.1.14.,Animation,Charge,0
1584,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.1.2.,Charges sur salaires,Charge,2066
1585,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.1.3.,Prime,Charge,517
1586,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.1.6.,Personnel intérimaire,Charge,0
1587,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.1.9.1.,Autres frais de personnel,Charge,494
1588,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,7076
1589,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.12.2.,Location immobilière (parking),Charge,2028
1590,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.12.2.1.,Location Immobilières,Charge,2028
1591,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.12.3.,Honoraire contentieux Gestion,Charge,1079
1592,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.12.3.1.,Honoraire - juridiques et contentieux,Charge,1079
1593,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.12.8.,Sous-traitance générale,Charge,3969
1594,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.13.,DEPLACEMENT ET MISSION,Charge,106
1595,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.14.,PUBLICITE,Charge,674
1596,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.14.7.,Publicité Estudines,Charge,674
1597,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.15.,Publicité Internet,Charge,339
1598,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.16.,FOURNITURES ADMINISTRATIVES,Charge,31
1599,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.16.1.,"Fournitures (bureau, contrat, reprographie…)",Charge,0
1600,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.16.1.1.,Fournitures administratives,Charge,0
1601,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.16.1.3.,Reprographie,Charge,0
1602,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.16.2.,Frais postaux,Charge,0
1603,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.16.3.,Frais bancaires (compte séparé),Charge,31
1604,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.16.3.2.,Frais financiers,Charge,31
1605,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,134
1606,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.17.1.,Téléphone (C° et Abonnement),Charge,134
1607,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.17.3.,Informatique,Charge,0
1608,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.17.3.2.,Informatique - Logiciels / licences,Charge,0
1609,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.3.,ENERGIE,Charge,27062
1610,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.3.1.,EAU : (RSG-REA-YSER-LFP),Charge,19021
1611,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.3.2.,EDF : (RSG-REA-LFP),Charge,2841
1612,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.3.2.1.,EDF - Parties communes : Réel (50200000),Charge,2414
1613,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.3.2.2.,EDF - Parties Privatives,Charge,186
1614,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.3.2.3.,EDF - Ascenseurs,Charge,241
1615,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.3.3.,Chauffage - Gaz,Charge,5200
1616,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.,CONTRATS DE MAINTENANCE,Charge,6127
1617,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.1.,Contrat de maintenance LFP,Charge,6030
1618,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.1.2.,Maintenance - chauffage,Charge,0
1619,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.1.3.,Maintenance - ascenseurs,Charge,1323
1620,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.1.5.,Maintenance - parkings,Charge,0
1621,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.1.6.,Maintenance - espaces verts,Charge,377
1622,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.1.7.,Maintenance - sécurité,Charge,2369
1623,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.1.8.,Maintenance - VMC,Charge,0
1624,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.1.9.,Maintenance - contrats divers,Charge,1960
1625,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.2.,Autres charges de copropriété,Charge,97
1626,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,97
1627,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,2917
1628,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.6.1.,Réparations Parties Privatives,Charge,2917
1629,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.7.,REMISE EN ETAT PARTIES COMMUNES,Charge,417
1630,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.7.1.,Réparation Partie Commune (Syndic + Résidence),Charge,417
1631,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.7.1.3.,Réparation Partie Commune,Charge,417
1632,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.8.,LINGE ET BLANCHISSAGE,Charge,198
1633,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.8.1.,Location de linge + nettoyage de linge,Charge,198
1634,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.9.,FOURNITURES D'EXPLOITATION,Charge,0
1635,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.9.1.,Produits et matériel d'entretien,Charge,0
1636,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.9.5.,Achat petit équip. et fourn. / charges diverses d'exploit,Charge,0
1637,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,2.9.5.4.,Achat - charges diverses d'exploitation,Charge,0
1638,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,3.,MARGE 1,Marge,147603
1639,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.,Total 1,Charge,18740
1640,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,2675
1641,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.1.3.,Amortissement Mobilier Travaux,Charge,1915
1642,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.1.3.3.,Mobilier - Amortissement,Charge,1915
1643,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.1.4.,Agencement - Amortissement 80200003,Charge,760
1644,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.2.,LOYERS REVERSES PROPRIETAIRES,Charge,0
1645,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.2.1.,Loyers reversés aux propriétaires,Charge,0
1646,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.4.,INCIDENCE T.V.A,Charge,13628
1647,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,11879
1648,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.4.2.,Incidence TVA liée MDG et GARDIEN,Charge,1749
1649,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,5.5.,CET (ex Taxe Pro),Charge,2436
1650,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,6.,MARGE 2,Marge,128863
1651,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,8.,Total 2,Charge,21382
1652,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),Charge,14039
1653,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,8.2.,FRAIS DES SOCIETES,Charge,1007
1654,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,8.2.7.,Incidence congés payés,Charge,1007
1655,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,8.3.,HONORAIRES SYNDIC,Charge,6336
1656,11000099 - Noisy,Budget 2026,2026.0,4.0,Mensuelle,B,9.,MARGE 3,Marge,107481
1657,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.,RECETTES,Chiffre d'affaire,171803
1658,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,168918
1659,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,168318
1660,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,600
1661,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.2.,RECETTES ANNEXES,Chiffre d'affaire,3000
1662,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.2.12.,Charges de copro récupérables,Chiffre d'affaire,0
1663,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.2.2.,CA Frais locatif,Chiffre d'affaire,1000
1664,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,1600
1665,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.2.5.2.,Laverie,Chiffre d'affaire,1600
1666,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.2.5.4.,Ménage supplémentaire,Chiffre d'affaire,0
1667,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.2.8.,CA Divers,Chiffre d'affaire,400
1668,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.3.,Commission Agence TO,Chiffre d'affaire,-115
1669,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.4.,IMPAYES,Chiffre d'affaire,0
1670,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,1.4.1.,Impayés locataires,Chiffre d'affaire,0
1671,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,10,% DES RECETTES TOTALES,Chiffre d'affaire,225
1672,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,2747
1673,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,12.,EBITDA,Marge,116129
1674,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,14.,FREE CASH FLOW,Marge,116129
1675,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,25080
1676,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.1.,FRAIS DE PERSONNEL,Charge,9754
1677,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.1.1.,Salaires,Charge,6677
1678,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.1.11.,Nettoyage Parties Communes,Charge,0
1679,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.1.12.,Nettoyage Parties Privatives,Charge,631
1680,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.1.14.,Animation,Charge,0
1681,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.1.2.,Charges sur salaires,Charge,1985
1682,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.1.3.,Prime,Charge,217
1683,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.1.6.,Personnel intérimaire,Charge,0
1684,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.1.9.1.,Autres frais de personnel,Charge,486
1685,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,720
1686,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.12.3.,Honoraire contentieux Gestion,Charge,720
1687,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.12.3.1.,Honoraire - juridiques et contentieux,Charge,720
1688,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.14.,PUBLICITE,Charge,675
1689,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.14.7.,Publicité Estudines,Charge,675
1690,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.15.,Publicité Internet,Charge,339
1691,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.16.,FOURNITURES ADMINISTRATIVES,Charge,0
1692,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.16.1.,"Fournitures (bureau, contrat, reprographie…)",Charge,0
1693,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.16.1.1.,Fournitures administratives,Charge,0
1694,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.16.1.3.,Reprographie,Charge,0
1695,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.16.2.,Frais postaux,Charge,0
1696,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,139
1697,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.17.1.,Téléphone (C° et Abonnement),Charge,139
1698,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.17.3.,Informatique,Charge,0
1699,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.17.3.2.,Informatique - Logiciels / licences,Charge,0
1700,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.3.,ENERGIE,Charge,8309
1701,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.3.1.,EAU : (RSG-REA-YSER-LFP),Charge,0
1702,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.3.2.,EDF : (RSG-REA-LFP),Charge,2935
1703,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.3.2.1.,EDF - Parties communes : Réel (50200000),Charge,2495
1704,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.3.2.2.,EDF - Parties Privatives,Charge,192
1705,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.3.2.3.,EDF - Ascenseurs,Charge,249
1706,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.3.3.,Chauffage - Gaz,Charge,5374
1707,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.4.,CONTRATS DE MAINTENANCE,Charge,481
1708,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.4.1.,Contrat de maintenance LFP,Charge,377
1709,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.4.1.2.,Maintenance - chauffage,Charge,0
1710,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.4.1.5.,Maintenance - parkings,Charge,0
1711,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.4.1.6.,Maintenance - espaces verts,Charge,377
1712,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.4.1.8.,Maintenance - VMC,Charge,0
1713,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.4.2.,Autres charges de copropriété,Charge,104
1714,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,104
1715,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,2917
1716,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.6.1.,Réparations Parties Privatives,Charge,2917
1717,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.7.,REMISE EN ETAT PARTIES COMMUNES,Charge,417
1718,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.7.1.,Réparation Partie Commune (Syndic + Résidence),Charge,417
1719,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.7.1.3.,Réparation Partie Commune,Charge,417
1720,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.8.,LINGE ET BLANCHISSAGE,Charge,204
1721,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.8.1.,Location de linge + nettoyage de linge,Charge,204
1722,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.9.,FOURNITURES D'EXPLOITATION,Charge,1125
1723,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.9.1.,Produits et matériel d'entretien,Charge,163
1724,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.9.5.,Achat petit équip. et fourn. / charges diverses d'exploit,Charge,962
1725,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,2.9.5.4.,Achat - charges diverses d'exploitation,Charge,962
1726,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,3.,MARGE 1,Marge,146724
1727,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.,Total 1,Charge,18789
1728,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,2747
1729,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.1.3.,Amortissement Mobilier Travaux,Charge,1961
1730,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.1.3.3.,Mobilier - Amortissement,Charge,1961
1731,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.1.4.,Agencement - Amortissement 80200003,Charge,785
1732,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.2.,LOYERS REVERSES PROPRIETAIRES,Charge,0
1733,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.2.1.,Loyers reversés aux propriétaires,Charge,0
1734,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.4.,INCIDENCE T.V.A,Charge,13628
1735,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,11879
1736,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.4.2.,Incidence TVA liée MDG et GARDIEN,Charge,1749
1737,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,5.5.,CET (ex Taxe Pro),Charge,2414
1738,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,6.,MARGE 2,Marge,127934
1739,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,8.,Total 2,Charge,14553
1740,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),Charge,14039
1741,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,8.2.,FRAIS DES SOCIETES,Charge,513
1742,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,8.2.7.,Incidence congés payés,Charge,513
1743,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,8.3.,HONORAIRES SYNDIC,Charge,0
1744,11000099 - Noisy,Budget 2026,2026.0,5.0,Mensuelle,B,9.,MARGE 3,Marge,113382
1745,11000099 - Noisy,Budget 2026,2026.0,6.0,Mensuelle,B,1.,RECETTES,Chiffre d'affaire,176400
1746,11000099 - Noisy,Budget 2026,2026.0,6.0,Mensuelle,B,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,172014
1747,11000099 - Noisy,Budget 2026,2026.0,6.0,Mensuelle,B,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,171414
1748,11000099 - Noisy,Budget 2026,2026.0,6.0,Mensuelle,B,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,600
1749,11000099 - Noisy,Budget 2026,2026.0,6.0,Mensuelle,B,1.2.,RECETTES ANNEXES,Chiffre d'affaire,4500
1750,11000099 - Noisy,Budget 2026,2026.0,6.0,Mensuelle,B,1.2.12.,Charges de copro récupérables,Chiffre d'affaire,0
1751,11000099 - Noisy,Budget 2026,2026.0,6.0,Mensuelle,B,1.2.2.,CA Frais locatif,Chiffre d'affaire,2000
1752,11000099 - Noisy,Budget 2026,2026.0,6.0,Mensuelle,B,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,1500
